Дата,Корпус,Кол-во активных квартир
2023-12-17,"ул. Монтажников, 42б. (ГП-6.1), подъезд 1",84
2023-12-17,"ул. Монтажников, 42б. (ГП-6.1), подъезд 2",70
2023-12-17,"ул. Монтажников, 42б. (ГП-6.1), подъезд 3",70
2023-12-17,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",54
2023-12-17,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",43
2023-12-17,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",35
2023-12-17,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",46
2023-12-17,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",32
2023-12-17,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",17
2023-12-17,"ул. Монтажников, д. 38, подъезд 3",2
2023-12-17,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1",75
2023-12-17,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 2",75
2023-12-17,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 3",73
2023-12-18,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",12
2023-12-18,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",7
2023-12-18,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",4
2023-12-18,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",33
2023-12-18,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",36
2023-12-18,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",45
2023-12-18,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 1",56
2023-12-18,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 2",38
2023-12-18,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 3",53
2023-12-18,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 4",54
2023-12-18,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 5",53
2023-12-18,"ул. Валентины Трофимовой, д. 12, подъезд 1",9
2023-12-18,"ул. Валентины Трофимовой, д. 8, подъезд 1",7
2023-12-18,"ул. Валентины Трофимовой, д. 8, подъезд 2",7
2023-12-18,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1",81
2023-12-18,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2",73
2023-12-18,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3",61
2023-12-18,"ул. Монтажников 36, (ГП-4.7), подъезд 1",5
2023-12-18,"ул. Монтажников, 42б. (ГП-6.1), подъезд 1",84
2023-12-18,"ул. Монтажников, 42б. (ГП-6.1), подъезд 2",70
2023-12-18,"ул. Монтажников, 42б. (ГП-6.1), подъезд 3",70
2023-12-18,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",54
2023-12-18,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",43
2023-12-18,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",35
2023-12-18,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",46
2023-12-18,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",32
2023-12-18,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",17
2023-12-18,"ул. Монтажников, д. 38, подъезд 3",2
2023-12-18,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1",75
2023-12-18,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 2",75
2023-12-18,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 3",73
2023-12-19,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",12
2023-12-19,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",6
2023-12-19,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",4
2023-12-19,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",32
2023-12-19,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",36
2023-12-19,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",44
2023-12-19,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 1",56
2023-12-19,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 2",38
2023-12-19,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 3",53
2023-12-19,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 4",53
2023-12-19,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 5",53
2023-12-19,"ул. Валентины Трофимовой, д. 12, подъезд 1",9
2023-12-19,"ул. Валентины Трофимовой, д. 8, подъезд 1",7
2023-12-19,"ул. Валентины Трофимовой, д. 8, подъезд 2",7
2023-12-19,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1",78
2023-12-19,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2",73
2023-12-19,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3",60
2023-12-19,"ул. Монтажников 36, (ГП-4.7), подъезд 1",5
2023-12-19,"ул. Монтажников 42, к.1 (ГП-5-12), подъезд 1",55
2023-12-19,"ул. Монтажников 42, к.1 (ГП-5-12), подъезд 2",55
2023-12-19,"ул. Монтажников, 42б. (ГП-6.1), подъезд 1",83
2023-12-19,"ул. Монтажников, 42б. (ГП-6.1), подъезд 2",70
2023-12-19,"ул. Монтажников, 42б. (ГП-6.1), подъезд 3",70
2023-12-19,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",54
2023-12-19,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",42
2023-12-19,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",34
2023-12-19,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",46
2023-12-19,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",32
2023-12-19,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",17
2023-12-19,"ул. Монтажников, д. 38, подъезд 3",2
2023-12-19,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1",73
2023-12-19,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 2",75
2023-12-19,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 3",73
2023-12-20,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",12
2023-12-20,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",6
2023-12-20,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",4
2023-12-20,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",32
2023-12-20,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",36
2023-12-20,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",43
2023-12-20,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 1",49
2023-12-20,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 2",38
2023-12-20,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 3",49
2023-12-20,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 4",43
2023-12-20,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 5",43
2023-12-20,"ул. Валентины Трофимовой, д. 12, подъезд 1",9
2023-12-20,"ул. Валентины Трофимовой, д. 8, подъезд 1",7
2023-12-20,"ул. Валентины Трофимовой, д. 8, подъезд 2",7
2023-12-20,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1",78
2023-12-20,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2",73
2023-12-20,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3",60
2023-12-20,"ул. Монтажников 36, (ГП-4.7), подъезд 1",5
2023-12-20,"ул. Монтажников 42, к.1 (ГП-5-12), подъезд 1",55
2023-12-20,"ул. Монтажников 42, к.1 (ГП-5-12), подъезд 2",55
2023-12-20,"ул. Монтажников, 42б. (ГП-6.1), подъезд 1",79
2023-12-20,"ул. Монтажников, 42б. (ГП-6.1), подъезд 2",67
2023-12-20,"ул. Монтажников, 42б. (ГП-6.1), подъезд 3",70
2023-12-20,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",52
2023-12-20,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",41
2023-12-20,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",34
2023-12-20,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",45
2023-12-20,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",32
2023-12-20,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",17
2023-12-20,"ул. Монтажников, д. 38, подъезд 3",2
2023-12-20,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1",72
2023-12-20,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 2",75
2023-12-20,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 3",72
2023-12-21,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",12
2023-12-21,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",6
2023-12-21,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",4
2023-12-21,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",32
2023-12-21,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",36
2023-12-21,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",43
2023-12-21,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 1",49
2023-12-21,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 2",38
2023-12-21,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 3",49
2023-12-21,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 4",43
2023-12-21,"ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 5",43
2023-12-21,"ул. Валентины Трофимовой, д. 12, подъезд 1",9
2023-12-21,"ул. Валентины Трофимовой, д. 8, подъезд 1",7
2023-12-21,"ул. Валентины Трофимовой, д. 8, подъезд 2",7
2023-12-21,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1",78
2023-12-21,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2",73
2023-12-21,"ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3",60
2023-12-21,"ул. Монтажников 36, (ГП-4.7), подъезд 1",5
2023-12-21,"ул. Монтажников 42, к.1 (ГП-5-12), подъезд 1",55
2023-12-21,"ул. Монтажников 42, к.1 (ГП-5-12), подъезд 2",55
2023-12-21,"ул. Монтажников, 42б. (ГП-6.1), подъезд 1",79
2023-12-21,"ул. Монтажников, 42б. (ГП-6.1), подъезд 2",67
2023-12-21,"ул. Монтажников, 42б. (ГП-6.1), подъезд 3",70
2023-12-21,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",52
2023-12-21,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",41
2023-12-21,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",34
2023-12-21,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",45
2023-12-21,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",32
2023-12-21,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",17
2023-12-21,"ул. Монтажников, д. 38, подъезд 3",2
2023-12-21,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1",72
2023-12-21,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 2",75
2023-12-21,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 3",72
2023-12-22,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",12
2023-12-22,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",6
2023-12-22,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",4
2023-12-22,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",32
2023-12-22,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",36
2023-12-22,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",43
